kelvin,84.89272209
rankine,75.18395215
celsius,9.907457481
fahrenheit,74.61946459
kelvin,43.68225675
rankine,72.41407208
celsius,19.50848222
fahrenheit,12.95127368
kelvin,61.19851228
rankine,62.60908977
celsius,42.77577179
fahrenheit,53.72449292
kelvin,93.60579754
rankine,60.7770444
celsius,32.70920036
fahrenheit,24.2327926
kelvin,43.67907424
rankine,41.85759157
celsius,80.52172834
fahrenheit,95.0889253
kelvin,38.27861069
rankine,21.67454447
celsius,0.270013065
fahrenheit,25.12216449
kelvin,34.97642571
rankine,23.37156379
celsius,28.67648694
fahrenheit,39.15013789
kelvin,25.84196382
rankine,94.34143595
celsius,33.0803548
fahrenheit,90.5743132
kelvin,39.3725161
rankine,78.68145885
celsius,8.207868358
fahrenheit,9.968674845
kelvin,76.38692087
rankine,56.3585478
celsius,57.82505664
fahrenheit,6.883299838
kelvin,90.26887077
rankine,2.281915197
celsius,47.16886701
fahrenheit,36.52967833
kelvin,57.61703615
rankine,32.22554747
celsius,51.7233614
fahrenheit,95.81753144
kelvin,5.009945042
rankine,23.45094694
celsius,37.74153294
fahrenheit,80.49419318
kelvin,56.33053122
rankine,4.677214029
celsius,36.41931236
fahrenheit,44.30807612
kelvin,9.515767487
rankine,15.90464548
celsius,20.65720572
fahrenheit,27.26786021
kelvin,92.90908846
rankine,28.2773005
celsius,49.32240479
fahrenheit,86.73547583
kelvin,55.42369138
rankine,62.57602154
celsius,9.691070403
fahrenheit,24.62252996
kelvin,22.2186862
rankine,1.912215659
celsius,14.63146783
fahrenheit,67.019909
kelvin,61.9672978
rankine,24.60213838
celsius,1.815007483
fahrenheit,50.66246148
kelvin,94.68922919
rankine,73.45831123
celsius,85.55977939
fahrenheit,71.86065436
kelvin,73.82676171
rankine,87.88595576
celsius,16.65779482
fahrenheit,28.34466082
kelvin,77.55824038
rankine,21.9880257
celsius,57.12555113
fahrenheit,56.74179957
kelvin,22.19082942
rankine,95.49268929
celsius,47.31173524
fahrenheit,62.28171503
kelvin,17.64696241
rankine,80.76085696
celsius,31.37366193
fahrenheit,91.72364161
kelvin,68.87680805
rankine,70.47258275
celsius,32.21284069
fahrenheit,65.4175727
kelvin,38.03992619
rankine,57.58573838
celsius,58.92693532
fahrenheit,51.82061931
kelvin,30.23315243
rankine,63.22321571
celsius,29.84483308
fahrenheit,45.41329562
kelvin,41.83747377
rankine,41.4690412
celsius,91.75626275
fahrenheit,42.96662523
kelvin,73.19001075
rankine,26.88040625
celsius,28.957951
fahrenheit,44.71154142
kelvin,54.04006536
rankine,50.88753895
celsius,96.80259937
fahrenheit,23.97551116
kelvin,60.07158789
rankine,27.42944607
celsius,67.30668487
fahrenheit,27.99788199
kelvin,33.83096397
rankine,50.24098911
celsius,44.03660052
fahrenheit,62.89566463
kelvin,54.28090838
rankine,88.24356936
celsius,13.18166788
fahrenheit,78.39016282
kelvin,39.77003146
rankine,40.76003152
celsius,27.4661633
fahrenheit,74.08973281
kelvin,59.98947656
rankine,94.32395345
celsius,89.75606175
fahrenheit,92.09825361
kelvin,91.2670826
rankine,45.77461593
celsius,0.890023063
fahrenheit,83.29073266
kelvin,87.92901746
rankine,2.946236668
